,input_string,formatted_address,latitude,longitude,accuracy,google_place_id,type,status
7704,"3 KNOCKLYON GROVE, TEMPLEOGUE, DUBLIN 16,Dublin,Ireland","3 Knocklyon Rd, Ballyroan, Dublin, Ireland",53.2895386,-6.3110383,RANGE_INTERPOLATED,EiozIEtub2NrbHlvbiBSZCwgQmFsbHlyb2FuLCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgmJ537mnwtnSBHo-0SPBnA-xxADKhQKEgmZeR3BDAtnSBGecRwYeYrdOg,street_address,OK
7705,"93 PRUSSIA ST, NORTH CIRCULAR ROAD, DUBLIN 7,Dublin,Ireland","93 Prussia St, Dublin, Ireland",53.3545889,-6.286929799999999,RANGE_INTERPOLATED,Eh45MyBQcnVzc2lhIFN0LCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEglVNNbOMgxnSBGzfWVs7fdk4xBdKhQKEgkL82AlzQ1nSBHpvIvjhRoL1A,street_address,OK
7706,"52 ARDMORE PARK, KILL AVE, DUN LAOGHAIRE,Dublin,Ireland","52 Ardmore Park, Dún Laoghaire, Dublin, A96 NY67, Ireland",53.2809576,-6.149146399999999,ROOFTOP,ChIJxZmOAoQIZ0gRnr8A5mAH1qc,premise,OK
7707,"Unit 20 Terenure Gate, Terenure Road  West, Dublin 6W,Dublin,Ireland","20 Terenure Gate, Terenure, Dublin 6w, Co. Dublin, D6W ED29, Ireland",53.3111115,-6.288659399999999,ROOFTOP,ChIJZ3y9rIoLZ0gRy9STQTsQbrU,street_address,OK
7708,"17 A CROSS AVENUE, DUN LAOGHAIRE, CO DUBLIN,Dublin,Ireland","17A Cross Ave, Dún Laoghaire, Dublin, Ireland",53.2915064,-6.140049299999999,ROOFTOP,ChIJY8zW2SYGZ0gRzZMeovvSGa0,street_address,OK
7709,"68 PEMBROKE SQ, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","1 Grand Canal Street Upper, Ballsbridge, Dublin 4, D04 HR25, Ireland",53.3384752,-6.2373694,ROOFTOP,ChIJj883KVYPZ0gRYk6h2GOiKlI,"establishment,lodging,point_of_interest",OK
7710,"50  THE ASHES, ELMFIELD, LEOPARDSTOWN,Dublin,Ireland","Ballyogan Rd, Murphystown, Dublin 18, Ireland",53.260395,-6.2074432,GEOMETRIC_CENTER,ChIJT3AZn7oJZ0gRsU5NofVDIec,"establishment,point_of_interest",OK
7711,"30 SEFTON, ROCHESTOWN AVE, DUN LAOGHAIRE,Dublin,Ireland","30 Sefton, Dún Laoghaire, Dublin, A96 T3Y2, Ireland",53.276419,-6.1494231,ROOFTOP,ChIJnyNpaYcIZ0gRzDzqDGJIOsg,premise,OK
7712,"11 Castlegrange Court, Castaheany, Dublin 15,Dublin,Ireland","11 Castlegrange Ct, Castaheany, Dublin 15, D15 RY2Y, Ireland",53.4000527,-6.4281161,ROOFTOP,ChIJ6bN_cmZtZ0gRDDx27ZlS9ok,street_address,OK
7713,"17 KEPPER RD, DRIMNAGH, DUBLIN 12,Dublin,Ireland","17 Keeper Rd, Drimnagh, Dublin, D12 YC9F, Ireland",53.3323618,-6.304644799999999,ROOFTOP,ChIJXba9gkIMZ0gR2DqsuhDhNn4,street_address,OK
7714,"17 SUNBURY PARK, DARTRY, DUBLIN 6,Dublin,Ireland","17 Sunbury Park, Dartry, Dublin, D06 YW01, Ireland",53.3113787,-6.2647669,ROOFTOP,ChIJuWocDf8LZ0gRM1On1zZvjxk,premise,OK
7715,"491 COLLINS AVE, WHITEHALL, DUBLIN 9,Dublin,Ireland","491 Collins Ave, Artane - Whitehall, Dublin, Ireland",53.3824504,-6.2444432,RANGE_INTERPOLATED,EjQ0OTEgQ29sbGlucyBBdmUsIEFydGFuZSAtIFdoaXRlaGFsbCwgRHVibGluLCBJcmVsYW5kIjESLwoUChIJeR2j8T4OZ0gRj8jrH6vCZLwQ6wMqFAoSCSsRo79JDmdIEZ2VgptVjDOY,street_address,OK
7716,"1 COWPER RD, RATHMINES, DUBLIN 6,Dublin,Ireland","1 Cowper Rd, Rathmines, Dublin 6, D06 X3Y1, Ireland",53.3154226,-6.264594499999999,ROOFTOP,ChIJ07m7VAAMZ0gRXhOrR_O4HF8,street_address,OK
7717,"26 DEMESNE, KILLESTER, DUBLIN 5,Dublin,Ireland","Donaghmede, Dublin 5, Ireland",53.3840559,-6.1920739,APPROXIMATE,ChIJp4FQhuoPZ0gRfK7ULX5kKEE,postal_town,OK
7718,"1 FAIRGREEN, SAGGART, DUBLIN,Dublin,Ireland","1 Fairgreen, Moneyatta Commons, Saggart, Co. Dublin, D24 X725, Ireland",53.2774011,-6.4435226,ROOFTOP,ChIJz5teQkF0Z0gRUfo31Jvf1u0,premise,OK
7719,"77 THE COURT, HIGH PARK, DRUMCONDRA,Dublin,Ireland","High Park, Whitehall, Dublin, Ireland",53.3799678,-6.2415443,GEOMETRIC_CENTER,ChIJr5bSTj8OZ0gRKLbmRV4B4QM,route,OK
7720,"9 PLEASANTS ST, DUBLIN 8, DUBLIN,Dublin,Ireland","9 Pleasants St, Saint Kevin's, Dublin, D08 X7K8, Ireland",53.3353785,-6.267828,ROOFTOP,ChIJt7w7PiAMZ0gRbNf5WefAsMo,street_address,OK
7721,"3 Ballygossan Park, Golf Links Road, Skerries,Dublin,Ireland","3 Ballygossan Park, Skerries, Co. Dublin, K34 YT35, Ireland",53.5685548,-6.1101233,ROOFTOP,ChIJf7Ot6LoYZ0gR1yKfecMDyqw,premise,OK
7722,"5 OWENSTOWN PARK, MOUNT MERRION, BLACKROCK,Dublin,Ireland","5 Owenstown Park, Mount Merrion, Blackrock, Co. Dublin, A94 XE10, Ireland",53.3008635,-6.2180955,ROOFTOP,ChIJnTs9FzsJZ0gRzIOczwDoyc4,street_address,OK
7723,"9 HOEY PLACE, CLONGRIFFIN, DUBLIN 13,Dublin,Ireland","9 Hoey Pl, Clongriffin, Dublin, D13 K312, Ireland",53.3997122,-6.1532448,ROOFTOP,ChIJy1l2CE4FZ0gRCOPPzrt4ypI,street_address,OK
7724,"24 NORTHBROOK ROAD, RANELAGH, DUBLIN 6,Dublin,Ireland","24 Northbrook Rd, Ranelagh, Dublin 6, D06 DK03, Ireland",53.3293719,-6.254291299999999,ROOFTOP,ChIJzStRfqQOZ0gRlNMfBCbteXo,street_address,OK
7725,"10 WOODVALE AVE, CLONSILLA, DUBLIN 15,Dublin,Ireland","10 Woodvale Ave, Blakestown, Dublin 15, D15 CHV1, Ireland",53.3941861,-6.4087844,ROOFTOP,ChIJ_TElTFhtZ0gR4FE_iu6jH-Q,premise,OK
7726,"111 ST COLUMBANUS RD, MILLTOWN, DUBLIN 14,Dublin,Ireland","111 St. Columbanus' Road, Farranboley, Dublin 14, D14 PD68, Ireland",53.3041501,-6.250619299999999,ROOFTOP,ChIJdcEXx1AJZ0gRTkUdrBv9cqE,street_address,OK
7727,"33 TREESDALE, STILLORGAN, CO DUBLIN,Dublin,Ireland","33 Treesdale, Stillorgan, Dublin, A94 HX68, Ireland",53.29488389999999,-6.2008268,ROOFTOP,ChIJU9zkBiAJZ0gR-bPl5_3vFBg,street_address,OK
7728,"ST MARNOCKS, OLD PORTMARNOCK, DUBLIN,Dublin,Ireland","Strand Rd, Burrow, Portmarnock, Co. Dublin, Ireland",53.4219778,-6.135202899999999,GEOMETRIC_CENTER,ChIJL-kLgsQaZ0gR8BBy1aYAeH4,"establishment,point_of_interest,school",OK
7729,"26 LLEWELLYN WAY, RATHFARNHAM, DUBLIN 16,Dublin,Ireland","26 Llewellyn Way, Rathfarnham, Dublin, D16 NW66, Ireland",53.2832241,-6.265438,ROOFTOP,ChIJIS7LHNsLZ0gRNA-HVXty0E4,premise,OK
7730,"33A MOUNT OLIVE PARK, KILBARRACK, DUBLIN 13,Dublin,Ireland","33A Mount Olive Park, Donaghmede, Dublin 5, D05 DK15, Ireland",53.389855,-6.1657365,ROOFTOP,ChIJMRABn1gFZ0gR0J_uxWXmoUE,premise,OK
7731,"58 OLD GOLFLINKS RD, MALAHIDE, DUBLIN,Dublin,Ireland","58 The Old Golf Links, Malahide, Co. Dublin, K36 C562, Ireland",53.4498032,-6.145494999999999,ROOFTOP,ChIJFV_pRF8aZ0gR231zRw3Al3o,premise,OK
7732,"8 muileann drive, kettles lane, kinsealy,Dublin,Ireland","8 Muileann Dr, Drinan, Swords, Co. Dublin, K67 Y7H1, Ireland",53.4410989,-6.2024886,ROOFTOP,ChIJqwXW1mAQZ0gRzfihN69vLTw,street_address,OK
7733,"43 KINVARA PARK, NAVAN ROAD, DUBLIN 7,Dublin,Ireland","43 Kinvara Ave, Ashtown, Dublin 7, D07 W2NF, Ireland",53.37024899999999,-6.317014500000001,ROOFTOP,ChIJVR0iUKMNZ0gRLzhm0SYq2_c,street_address,OK
7734,"73 GAINSBOROUGH GREEN, MALAHIDE, DUBLIN,Dublin,Ireland","73 Gainsborough Green, Auburn, Malahide, Co. Dublin, K36 CD32, Ireland",53.4460954,-6.186375600000001,ROOFTOP,ChIJH2v95H0QZ0gRPVtPtvZ1kdA,street_address,OK
7735,"8 ELLENSBOROUGH CRESCENT, KILTIPPER RD, DUBLIN 24,Dublin,Ireland","8 Kiltipper Rd, Ellensborough Cres, Kiltipper, Dublin 24, D24 R2C9, Ireland",53.2677887,-6.3678916,ROOFTOP,ChIJNw7eQNR0Z0gRFZcR7EYg0M0,street_address,OK
7736,"37 ABBEY PARK, BALDOYLE, DUBLIN 13,Dublin,Ireland","37 Abbey Park, Baldoyle, Dublin 13, D13 A248, Ireland",53.3937916,-6.1437889,ROOFTOP,ChIJKyz1PkYFZ0gR8wjfQFL73mY,street_address,OK
7737,"252A TEMPLEOGUE ROAD, TEMPLEOGUE, DUBLIN 6W,Dublin,Ireland","252A Templeogue Rd, Templeogue Village, Dublin 6W, Co. Dublin, D6W RK73, Ireland",53.2960237,-6.307325199999999,ROOFTOP,ChIJ-xuabpwLZ0gRFxwKHj4tTD0,premise,OK
7738,"APT 6, 6 REUBEN PLAZA, RIALTO DUBLIN 8,Dublin,Ireland","Apartment 6, 6 Reuben Plaza, Saint James' (part of Phoenix Park), Dublin, D08 W9Y0, Ireland",53.3375883,-6.293536899999999,ROOFTOP,ChIJ_TmdRT8MZ0gRypwpO3tgGL0,subpremise,OK
7739,"26 THE PADDOCKS PLACE, ADAMSTOWN, DUBLIN,Dublin,Ireland","The Paddocks Place, The Paddocks Rd, Adamstown, Lucan, Co. Dublin, Ireland",53.3472282,-6.4586175,ROOFTOP,ChIJrUwEn0xyZ0gRAPvtqUzyy3A,premise,OK
7740,"163 CLIFDEN COURT, ELLIS QUAY, DUBLIN 7,Dublin,Ireland","Ellis Quay, Dublin 7, Ireland",53.3470222,-6.282953099999999,GEOMETRIC_CENTER,ChIJ-fYlKzAMZ0gRhOC4EVGUBJk,"establishment,point_of_interest,real_estate_agency",OK
7741,"7 DANGAN AVE, KIMMAGE RD WEST, DUBLIN 12,Dublin,Ireland","7 Dangan Ave, Kimmage, Dublin 12, D12 TD27, Ireland",53.315382,-6.3163741,ROOFTOP,ChIJvQftCX4MZ0gRwojY4Hwymj4,street_address,OK
7742,"38 BARRY PARK, FINGLAS WEST, DUBLIN 11,Dublin,Ireland","Saint Anthony, 38 Barry Park, Finglas West, Dublin 11, D11 TX8V, Ireland",53.3949211,-6.3133709,ROOFTOP,ChIJn9nKOYoNZ0gR6JwRbNRE9Lo,street_address,OK
7743,"21 MILLSTREAM, THE LINKS, STATION RD,Dublin,Ireland","St Marnocks Bay, 12, The Grove, Station Rd, Portmarnock, Co. Dublin, D13 KP7D, Ireland",53.4182119,-6.1461009,ROOFTOP,ChIJk-0O0qQbZ0gRyFDd6pfKc_A,"establishment,lodging,point_of_interest",OK
7744,"7 CAMBRIDGE AVENUE, RINGSEND, DUBLIN 4,Dublin,Ireland","7 Cambridge Ave, Dublin 4, D04 NP74, Ireland",53.3424874,-6.2163671,ROOFTOP,ChIJiV853-MOZ0gRH0PleG61rJo,premise,OK
7745,"1 ARDILEA WOOD, ARDILEA, DUBLIN 14,Dublin,Ireland","1 Ardilea Wood, Ardilea, Dublin 14, D14 XD21, Ireland",53.2970451,-6.22356,ROOFTOP,ChIJFxYSlD4JZ0gRI5Hfv3ETadw,premise,OK
7746,"81 Ballygossan Park, Golf Links Road, Skerries,Dublin,Ireland","81 Ballygossan Park, Golf Links Rd, Hacketstown, Skerries, Co. Dublin, K34 PD95, Ireland",53.5694329,-6.111631099999999,ROOFTOP,ChIJxfJ_7LAZZ0gRIJsSVwiCU2U,street_address,OK
7747,"Apartment 150 Neptune Block, Honeypark, Dun-Laoghaire,Dublin,Ireland","Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,APPROXIMATE,ChIJjxxH-94HZ0gR8Ckyl6nHAAo,"neighborhood,political",OK
7748,"10 Knocksinna Wood, Blackrock,Dublin,Ireland","10 Knocksinna Wood, Newpark, Dublin, D18 E4F5, Ireland",53.2794303,-6.1801433,ROOFTOP,ChIJY4lx0_AIZ0gRYzAcs9sQCWc,street_address,OK
7749,"6 Parkside Avenue, Balgriffin,Dublin,Ireland","6 Parkside Ave, Donaghmede, Dublin 13, D13 R2T3, Ireland",53.4070763,-6.167327999999999,ROOFTOP,ChIJZVuf96oaZ0gROJP85GfL9QE,street_address,OK
7750,"2 RUSHEENY GREEN, RUSHEENY VILLAGE, DUBLIN 15,Dublin,Ireland","2 Rusheeney Green, Rusheeney Village, Dublin, D15 T2Y8, Ireland",53.3996762,-6.419886399999999,ROOFTOP,ChIJZ4mDDF1tZ0gRYiASfnlyC8E,street_address,OK
7751,"25 BOOT RD, CLONDALKIN, DUBLIN 22,Dublin,Ireland","25 Boot Rd, Brideswell Commons, Dublin 22, D22 V8E2, Ireland",53.3151401,-6.397848799999999,ROOFTOP,ChIJQyZ851xzZ0gRWOy77uZ3I_8,premise,OK
7752,"29 CHALFONT RD, MALAHIDE, DUBLIN,Dublin,Ireland","29 Chalfont Rd, Malahide Demesne, Malahide, Co. Dublin, K36 KP58, Ireland",53.45101320000001,-6.1653785,ROOFTOP,ChIJjdaMK2MaZ0gRXFY-Bhz0EqA,street_address,OK
7753,"44 Hollywoodrath Crescent, Hollywoodrath, Hollystown,Dublin,Ireland","44 Hollywoodrath, Co. Dublin, Ireland",53.4234713,-6.3677662,RANGE_INTERPOLATED,EiU0NCBIb2xseXdvb2RyYXRoLCBDby4gRHVibGluLCBJcmVsYW5kIjASLgoUChIJkXTZUugSZ0gRIQbrzJaBg8EQLCoUChIJz5HfQ-gSZ0gRhdy6SK6v4zE,street_address,OK
7754,"23 Ashfield Avenue, Forrest Road, Ridgewood,Dublin,Ireland","23 Ashfield Ave, Rathingle, Swords, Co. Dublin, K67 N6C6, Ireland",53.4491794,-6.2515222,ROOFTOP,ChIJ7Q5rSg8RZ0gROum1VQvTO6Q,street_address,OK
7755,"5 KELLYS BAY JETTY, SKERRIES, DUBLIN,Dublin,Ireland","5 Kelly's Bay Jetty, Ardla, Skerries, Co. Dublin, Ireland",53.58189429999999,-6.1326025,RANGE_INTERPOLATED,Ejk1IEtlbGx5J3MgQmF5IEpldHR5LCBBcmRsYSwgU2tlcnJpZXMsIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgnbrlRwdiJnSBFdXNyHrh-xaxAFKhQKEgnbrlRwdiJnSBHuiy82oNADVg,street_address,OK
7756,"21 Stratton Close, Adamstown, Lucan,Dublin,Ireland","21 Stratton Cl, Finnstown, Lucan, Co. Dublin, K78 ND78, Ireland",53.3392657,-6.4684171,ROOFTOP,ChIJiyvWeslzZ0gRZjdxQlSljYg,street_address,OK
7757,"APT 35 THE STOCKYARD, THE STEELWORKS, FOLEY ST DUBLIN 1,Dublin,Ireland","1 Foley St, Mountjoy, Dublin, D01 WA07, Ireland",53.3525048,-6.250944199999999,ROOFTOP,ChIJRYa9PokOZ0gRdO23SZSZO08,"establishment,point_of_interest",OK
7758,"9 ST MARYS RD, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","9 St Mary's Rd, Ballsbridge, Dublin 4, D04 X7X6, Ireland",53.3336376,-6.2406549,ROOFTOP,ChIJtzeKrb8OZ0gRJ1qa3keY5oc,street_address,OK
7759,"114 RAFTER'S ROAD, DRIMNAGH, DUBLIN 12,Dublin,Ireland","114 Rafter's Rd, Drimnagh, Dublin, D12 WK73, Ireland",53.331764,-6.3154526,ROOFTOP,ChIJ7YN8HV4MZ0gRKYTEHkeIgN0,street_address,OK
7760,"30 Park Avenue, Millers Glen, Swords,Dublin,Ireland","30 Park Ave, Oldtown, Swords, Co. Dublin, K67 N9C7, Ireland",53.4738312,-6.2444839,ROOFTOP,ChIJKS8mqicRZ0gRVzyGoYpezGU,premise,OK
7761,"15 ST MARYS AVE, RATHFARNHAM, DUBLIN 14,Dublin,Ireland","15 St Mary's Ave, Rathfarnham, Dublin, D14 VH76, Ireland",53.2969867,-6.285640799999999,ROOFTOP,ChIJy4U3NJMLZ0gRtOGbC9_J0GI,street_address,OK
7762,"22 Stratton Square, Adamstown Square, Adamstown,Dublin,Ireland","22 Stratton Square, Finnstown, Lucan, Co. Dublin, K78 WY46, Ireland",53.33892729999999,-6.468639599999999,ROOFTOP,ChIJf2H9bslzZ0gR8N8JFlNM83c,street_address,OK
7763,"6 Stratton Square, Adamstown Square, Adamstown,Dublin,Ireland","6 Stratton Square, Finnstown, Lucan, Co. Dublin, K78 AP27, Ireland",53.33882999999999,-6.4677159,ROOFTOP,ChIJW2mddslzZ0gRr1OiEqvXR-0,premise,OK
7764,"29 Hampton Gardens Drive, Balbriggan,Dublin,Ireland","29 Hampton Gardens Dr, Clogheder, Balbriggan, Co. Dublin, K32 YE29, Ireland",53.6087711,-6.2011097,ROOFTOP,ChIJBURrVMUiZ0gR0TbGSPANcgE,street_address,OK
7765,"373 KILDARE RD, CRUMLIN, DUBLIN 12,Dublin,Ireland","373 Kildare Rd, Crumlin, Dublin 12, D12 H3V6, Ireland",53.3247159,-6.315724599999999,ROOFTOP,ChIJ4fzqtmMMZ0gRkZp-PnYhHoE,street_address,OK
7766,"3 Maxwell Square, Maxwell Road, Rathmines,Dublin,Ireland","3 Maxwell Square, Dublin, Co. Dublin, Ireland",53.3168435,-6.2672299,RANGE_INTERPOLATED,Ei0zIE1heHdlbGwgU3F1YXJlLCBEdWJsaW4sIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgkrFdBBAQxnSBGyF3PJ1XwI1xADKhQKEgnNrnhCAQxnSBEultcCLyHn2w,street_address,OK
7767,"SLEMISH, COAST RD, PORTMARNOCK,Dublin,Ireland","Portmarnock, Co. Dublin, Ireland",53.42560839999999,-6.1316039,APPROXIMATE,ChIJjRVC6MEaZ0gRIHAxl6nHAAo,"locality,political",OK
7768,"Apartment 89 Neptune Block, Honeypark, Dun-Laoghaire,Dublin,Ireland","Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,APPROXIMATE,ChIJjxxH-94HZ0gR8Ckyl6nHAAo,"neighborhood,political",OK
7769,"23 The Avenue, Hansfield Wood, Ongar,Dublin,Ireland","23 The Avenue, Hansfield, Dublin, Ireland",53.3961329,-6.4384681,RANGE_INTERPOLATED,EikyMyBUaGUgQXZlbnVlLCBIYW5zZmllbGQsIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCet2hoJ7bWdIEaO23R0on_UqEBcqFAoSCVtHGXh7bWdIEaYgiH6wrBNz,street_address,OK
7770,"35 FURRY PARK COURT, HOWTH RD, DUBLIN 3,Dublin,Ireland","35 Furry Park Ct, Clontarf, Dublin, Ireland",53.3729908,-6.1982238,RANGE_INTERPOLATED,EiszNSBGdXJyeSBQYXJrIEN0LCBDbG9udGFyZiwgRHVibGluLCBJcmVsYW5kIjASLgoUChIJuZvGgrsPZ0gRoFTQ2y7r6v0QIyoUChIJLchFmbsPZ0gRPRok6MTKs-c,street_address,OK
7771,"22 MOYNE RD, RANELAGH, DUBLIN 6,Dublin,Ireland","22 Moyne Rd, Ranelagh, Dublin, D06 A0T3, Ireland",53.32021760000001,-6.255520799999999,ROOFTOP,ChIJCzIty64OZ0gRrG-elm0TQtI,street_address,OK
7772,"99A STRAND STREET, SKERRIES, CO.DUBLIN,Dublin,Ireland","99 Strand St, Townparks, Skerries, Co. Dublin, Ireland",53.5807231,-6.107346700000001,ROOFTOP,ChIJ97RgLqgYZ0gRvD3z0ZX7yO8,street_address,OK
7773,"50 RUSSELL AVE, EAST WALL, DUBLIN 3,Dublin,Ireland","Clontarf, Dublin 3, Ireland",53.3631353,-6.2214509,APPROXIMATE,ChIJPzJQDVQOZ0gRMAej11aKWGw,postal_town,OK
7774,"34 GLENVILLE AVE, CASTLEKNOCK, DUBLIN 15,Dublin,Ireland","Castleknock, Dublin, Ireland",53.37192150000001,-6.358486800000001,APPROXIMATE,ChIJ8WvIpz4NZ0gRwBZeMuaIvPU,"neighborhood,political",OK
7775,"17 HARBOUR COURT, GEORGES PLACE, DUN LAOGHAIRE,Dublin,Ireland","22, Harbour Court, George's Pl, Dún Laoghaire, Dublin, Ireland",53.2951772,-6.141183000000001,ROOFTOP,ChIJOylWUyAGZ0gRi2ayXFKccg0,premise,OK
7776,"8 THE HEIGHTS, ROBSWALL, MALAHIDE,Dublin,Ireland","8 The Heights, Robswalls, Malahide, Co. Dublin, K36 NR40, Ireland",53.4433289,-6.1388156,ROOFTOP,ChIJP0250PAaZ0gRO7_ipMG7B7U,street_address,OK
7777,"EVERTON, 137 DUBLIN RD, DUBLIN 13,Dublin,Ireland","Everton, Dublin Rd, Burrow, Dublin 13, Ireland",53.3895277,-6.1126802,ROOFTOP,ChIJJyrc5iAFZ0gR7UO8tWvGc-Y,premise,OK
7778,"12 THE OAKS, ELMFIELD, LEOPARDSTOWN,Dublin,Ireland","Ballyogan Rd, Sandyford, Dublin, Co. Dublin, Ireland",53.26090749999999,-6.2065036,GEOMETRIC_CENTER,ChIJt8_YuqAJZ0gREQjwSIX4MFM,"establishment,point_of_interest",OK
7779,"7B COUNDON COURT, KILLINEY AVE, KILLINEY,Dublin,Ireland","7 Coundon Ct, Killiney, Co. Dublin, A96 E291, Ireland",53.258533,-6.127492800000001,ROOFTOP,ChIJa_cGR9wHZ0gRJDF9x2aRryc,premise,OK
7780,"1 KILROSS, SEVEN OAKS, PURSER GARDENS DUBLIN 6,Dublin,Ireland","Kilross, Seven Oaks, Rathmines, Dublin, Ireland",53.3193306,-6.2632618,ROOFTOP,ChIJV1R5HjgNZ0gRl1-pTzBXRTM,"establishment,point_of_interest",OK
7781,"12 WARREN CRESCENT, CARPENTERSTOWN, DUBLIN 15,Dublin,Ireland","12 Warren Cres, Carpenterstown, Dublin 15, D15 NXK6, Ireland",53.3728783,-6.3923299,ROOFTOP,ChIJqa-lubVyZ0gRuq87asavs_A,street_address,OK
7782,"8 Emsworth Park, Kinsealy Lane, Kinsealy,Dublin,Ireland","Emsworth PO10, UK",50.848132,-0.937928,APPROXIMATE,ChIJ-QBXLS5FdEgRfWlROml2gsA,"locality,political",OK
7783,"7 PARK LANE, CLONGRIFFIN, DUBLIN 13,Dublin,Ireland","7 Park Ln, Donaghmede, Dublin 13, D13 Y9RW, Ireland",53.4072699,-6.1571262,ROOFTOP,ChIJqeR7ca0aZ0gRmiTi6sZ9DU8,street_address,OK
7784,"42 WILLOW WOOD GROVE, CLONSILLA, DUBLIN 15,Dublin,Ireland","42 Willow Wood Grove, Hartstown, Dublin, D15 HTK7, Ireland",53.3894738,-6.4174511,ROOFTOP,ChIJY3b-RqByZ0gRZw4VZ_Q3umI,street_address,OK
7785,"58 BEAUMONT AVE, CHURCHTOWN, DUBLIN 14,Dublin,Ireland","58 Beaumont Ave, Churchtown Upper, Dublin 14, D14 AY66, Ireland",53.2927553,-6.257866000000001,ROOFTOP,ChIJMxBrFeALZ0gRJ3erVmTEzUw,premise,OK
7786,"APT 3 BLOCK F, MILNERS SQ, SANTRY DUBLIN 9,Dublin,Ireland","Whitehall, Dublin 9, Ireland",53.3816098,-6.2465221,APPROXIMATE,ChIJwTtUSj4OZ0gRdP3G5uE2eJ8,postal_town,OK
7787,"APT 4, WINDSOR COURT, WINDSOR PLACE DUBLIN 2,Dublin,Ireland","Windsor Court, Windsor Pl, Dublin 2, Ireland",53.3371855,-6.252728299999999,ROOFTOP,ChIJaWnBKJgOZ0gRoQlLZ9puwK8,premise,OK
7788,"508N, Longboat Quay North, Sir John Rogerson's Quay,Dublin,Ireland","Longboat Quay South, Hanover Quay, Dublin Docklands, Dublin 2, Ireland",53.3448314,-6.236741899999999,ROOFTOP,ChIJ3zo_CO0OZ0gRDn_jxTMi6bM,subpremise,OK
7789,"24B CRANMER LANE, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","24B Cranmer Ln, Ballsbridge, Dublin 4, D04 R6C8, Ireland",53.3367706,-6.2379038,ROOFTOP,ChIJi03rs-oOZ0gRB6LorCATgIE,street_address,OK
7790,"190 THE CRESCENT BUILDING, PARKWEST POINTE, CLONDALKIN DUBLIN 22,Dublin,Ireland","Ballymanaggin, Dublin 22, Ireland",53.327318,-6.4006016,APPROXIMATE,ChIJcVcQfT9zZ0gR83R8er658FM,postal_town,OK
7791,"4 ROSARY GARDENS EAST, DUN LAOGHAIRE, DUBLIN,Dublin,Ireland","4 Rosary Gardens E, Dún Laoghaire, Dublin, A96 CY94, Ireland",53.29303489999999,-6.1403374,ROOFTOP,ChIJH_T0JiEGZ0gRkTL7f78T_UE,street_address,OK
7792,"12 WASHINGTON PARK, RATHFARNHAM DUBLIN 14, DUBLIN,Dublin,Ireland","12 Washington Park, Rathfarnham, Dublin 14, D14 HK88, Ireland",53.29518059999999,-6.3033039,ROOFTOP,ChIJhxL4z5sLZ0gRw0sVb0pDul0,street_address,OK
7793,"61 BRENNANSTOWN AVE, BRENNANSTOWN, CABINTEELY DUBLIN 18,Dublin,Ireland","Brennanstown Ave, Brenanstown, Dublin, Ireland",53.2565497,-6.1514776,GEOMETRIC_CENTER,Ei5CcmVubmFuc3Rvd24gQXZlLCBCcmVuYW5zdG93biwgRHVibGluLCBJcmVsYW5kIi4qLAoUChIJ_cLtgW0IZ0gRrA6svnlhc0oSFAoSCV2j6A9rCGdIEYLTvRmoxwAm,route,OK
7794,"24 MONKSFIELD WALK, CLONDALKIN, DUBLIN 22,Dublin,Ireland","24 Monksfield Walk, Knockmitten, Dublin 22, D22 N722, Ireland",53.3227834,-6.3766716,ROOFTOP,ChIJjy9lpkxzZ0gRJodbBWNOrQU,street_address,OK
7795,"55 RUSSELL AVE, DRUMCONDRA, DUBLIN,Dublin,Ireland","55 Russell Ave, Drumcondra, Dublin 3, D03 W248, Ireland",53.3615225,-6.2557328,ROOFTOP,ChIJdWEnZGMOZ0gRbfK5GFOV-dI,street_address,OK
7796,"23 LONGS PLACE, DUBLIN 8, DUBLIN,Dublin,Ireland","23 Long's Pl, Saint Catherine's, Dublin, Ireland",53.3395986,-6.288304399999999,RANGE_INTERPOLATED,EjAyMyBMb25nJ3MgUGwsIFNhaW50IENhdGhlcmluZSdzLCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgkj5txfOQxnSBGRQkpiqs9t3hAXKhQKEgkFnDXeOwxnSBEFy2SV1ZrHSg,street_address,OK
7797,"151 THE OAKS, CHARLEVILLE SQUARE, RATHFARNHAM,Dublin,Ireland","The Oak, Charleville Square, Rathfarnham, Dublin 14, Ireland",53.2952707,-6.295048,ROOFTOP,ChIJIWGg1ZALZ0gRxebABiud18E,"establishment,point_of_interest",OK
